,IR_generic_id,IR_generic_name,Ingredient,lexi_generic_id,lexi_generic_name,rows_in_db,catgs
1899,52535,SALMETEROL (AS XINAFOATE) / FLUTICASONE PROPIONATE CAPSULE RESPIRATORY 50 ug/500 ug/1{dose},FLUTICASONE PROPIONATE,1556,Fluticasone (Oral Inhalation),"Fluticasone (Nasal) | Fluticasone (Oral Inhalation) | Fluticasone (Topical) | Fluticasone and Formoterol | Fluticasone and Salmeterol | Fluticasone and Vilanterol | Fluticasone, Umeclidinium, and Vilanterol",1556|3578|3708|3712|3816|3818|3819
2000,52533,SALMETEROL (AS XINAFOATE) / FLUTICASONE PROPIONATE CAPSULE RESPIRATORY 50 ug/250 ug/1{dose},FLUTICASONE PROPIONATE,1556,Fluticasone (Oral Inhalation),"Fluticasone (Nasal) | Fluticasone (Oral Inhalation) | Fluticasone (Topical) | Fluticasone and Formoterol | Fluticasone and Salmeterol | Fluticasone and Vilanterol | Fluticasone, Umeclidinium, and Vilanterol",1556|3578|3708|3712|3816|3818|3819
271,4927,"SALMETEROL (AS XINAFOATE) / FLUTICASONE PROPIONATE AEROSOL, METERED RESPIRATORY 25 ug/250 ug/1{dose} 120 {dose}",FLUTICASONE PROPIONATE,1556,Fluticasone (Oral Inhalation),"Fluticasone (Nasal) | Fluticasone (Oral Inhalation) | Fluticasone (Topical) | Fluticasone and Formoterol | Fluticasone and Salmeterol | Fluticasone and Vilanterol | Fluticasone, Umeclidinium, and Vilanterol",1556|3578|3708|3712|3816|3818|3819
765,2710,"FLUTICASONE PROPIONATE AEROSOL, METERED RESPIRATORY 250 ug/1{dose} 120 {Puff}",FLUTICASONE PROPIONATE,1556,Fluticasone (Oral Inhalation),"Fluticasone (Nasal) | Fluticasone (Oral Inhalation) | Fluticasone (Topical) | Fluticasone and Formoterol | Fluticasone and Salmeterol | Fluticasone and Vilanterol | Fluticasone, Umeclidinium, and Vilanterol",1556|3578|3708|3712|3816|3818|3819
694,18046,SALMETEROL (AS XINAFOATE) / FLUTICASONE PROPIONATE DISC RESPIRATORY 50 ug/500 ug/1{dose} 60 {dose},FLUTICASONE PROPIONATE,1556,Fluticasone (Oral Inhalation),"Fluticasone (Nasal) | Fluticasone (Oral Inhalation) | Fluticasone (Topical) | Fluticasone and Formoterol | Fluticasone and Salmeterol | Fluticasone and Vilanterol | Fluticasone, Umeclidinium, and Vilanterol",1556|3578|3708|3712|3816|3818|3819
789,2053,FLUTICASONE PROPIONATE INHALANT RESPIRATORY 50 ug/1{dose} 120 {Puff},FLUTICASONE PROPIONATE,1556,Fluticasone (Oral Inhalation),"Fluticasone (Nasal) | Fluticasone (Oral Inhalation) | Fluticasone (Topical) | Fluticasone and Formoterol | Fluticasone and Salmeterol | Fluticasone and Vilanterol | Fluticasone, Umeclidinium, and Vilanterol",1556|3578|3708|3712|3816|3818|3819
807,20185,SALMETEROL (AS XINAFOATE) / FLUTICASONE PROPIONATE DISC RESPIRATORY 50 ug/100 ug/1{dose} 60 {dose},FLUTICASONE PROPIONATE,1556,Fluticasone (Oral Inhalation),"Fluticasone (Nasal) | Fluticasone (Oral Inhalation) | Fluticasone (Topical) | Fluticasone and Formoterol | Fluticasone and Salmeterol | Fluticasone and Vilanterol | Fluticasone, Umeclidinium, and Vilanterol",1556|3578|3708|3712|3816|3818|3819
800,4793,"SALMETEROL (AS XINAFOATE) / FLUTICASONE PROPIONATE AEROSOL, METERED RESPIRATORY 25 ug/50 ug/1{dose} 120 {dose}",FLUTICASONE PROPIONATE,1556,Fluticasone (Oral Inhalation),"Fluticasone (Nasal) | Fluticasone (Oral Inhalation) | Fluticasone (Topical) | Fluticasone and Formoterol | Fluticasone and Salmeterol | Fluticasone and Vilanterol | Fluticasone, Umeclidinium, and Vilanterol",1556|3578|3708|3712|3816|3818|3819
2108,52821,"FLUTICASONE PROPIONATE POWDER, METERED RESPIRATORY 250 ug/1{dose} 60 {dose}",FLUTICASONE PROPIONATE,1556,Fluticasone (Oral Inhalation),"Fluticasone (Nasal) | Fluticasone (Oral Inhalation) | Fluticasone (Topical) | Fluticasone and Formoterol | Fluticasone and Salmeterol | Fluticasone and Vilanterol | Fluticasone, Umeclidinium, and Vilanterol",1556|3578|3708|3712|3816|3818|3819
1091,52343,FLUTICASONE PROPIONATE SPRAY NASAL 50 ug/1{Puff} 100 {Puff},FLUTICASONE PROPIONATE,1555,Fluticasone (Nasal),"Fluticasone (Nasal) | Fluticasone (Oral Inhalation) | Fluticasone (Topical) | Fluticasone and Formoterol | Fluticasone and Salmeterol | Fluticasone and Vilanterol | Fluticasone, Umeclidinium, and Vilanterol",1555|3708|3709|3816|3818|3819
576,52149,FLUTICASONE PROPIONATE SPRAY NASAL 50 ug/1{Puff} 120 {Puff},FLUTICASONE PROPIONATE,1555,Fluticasone (Nasal),"Fluticasone (Nasal) | Fluticasone (Oral Inhalation) | Fluticasone (Topical) | Fluticasone and Formoterol | Fluticasone and Salmeterol | Fluticasone and Vilanterol | Fluticasone, Umeclidinium, and Vilanterol",1555|3708|3709|3816|3818|3819
935,17124,FLUTICASONE PROPIONATE SPRAY NASAL 50 ug/1{Puff} 200 {Puff},FLUTICASONE PROPIONATE,1555,Fluticasone (Nasal),"Fluticasone (Nasal) | Fluticasone (Oral Inhalation) | Fluticasone (Topical) | Fluticasone and Formoterol | Fluticasone and Salmeterol | Fluticasone and Vilanterol | Fluticasone, Umeclidinium, and Vilanterol",1555|3708|3709|3816|3818|3819
661,560,FLUTAMIDE TABLET ORAL 250 mg,FLUTAMIDE,1553,Flutamide,Flutamide,3606|3724|3727|3728|3819|3820|3920
1877,558,FLURAZEPAM CAPSULE ORAL 15 mg,FLURAZEPAM,1549,Flurazepam,Flurazepam,1549|3607|3655|3702
1050,553,FLUPHENAZINE TABLET ORAL 1 mg,FLUPHENAZINE,1547,FluPHENAZine,FluPHENAZine,1547|3581|3615|3638|3639|3640|3702|3789|3791|3980|3986|3996
987,555,FLUPHENAZINE DECANOATE INJECTION PARENTERAL 25 mg/1mL,FLUPHENAZINE DECANOATE,1547,FluPHENAZine,PMS-Fluphenazine Decanoate (CAN),1547|3581|3615|3638|3639|3640|3702|3789|3791|3980|3986|3996
549,1512,FLUOXETINE (AS HYDROCHLORIDE) CAPSULE ORAL 10 mg,FLUOXETINE (AS HYDROCHLORIDE),1543,FLUoxetine,FLUoxetine,1543|3579|3724|3727|3728|3743|3746|3747|3753|3754|3757|3760|3761|3781|3782|3785|3787|3789|3791|3799|3802|3803|3819|3820|3836|3871|3996|4022|4023|4024
607,551,FLUOXETINE (AS HYDROCHLORIDE) CAPSULE ORAL 20 mg,FLUOXETINE (AS HYDROCHLORIDE),1543,FLUoxetine,FLUoxetine,1543|3579|3724|3727|3728|3743|3746|3747|3753|3754|3757|3760|3761|3781|3782|3785|3787|3789|3791|3799|3802|3803|3819|3820|3836|3871|3996|4022|4023|4024
1835,2051,FLUOXETINE (AS HYDROCHLORIDE) SYRUP ORAL 4 mg/1mL 60 mL,FLUOXETINE (AS HYDROCHLORIDE),1543,FLUoxetine,FLUoxetine,1543|3579|3724|3727|3728|3743|3746|3747|3753|3754|3757|3760|3761|3781|3782|3785|3787|3789|3791|3799|3802|3803|3819|3820|3836|3871|3996|4022|4023|4024
1179,549,FLUOROURACIL CREAM TOPICAL 5 % 20 g,FLUOROURACIL,1541,Fluorouracil (Topical),Fluorouracil (Systemic) | Fluorouracil (Topical) | Fluorouracil and Salicylic Acid,1541
815,550,FLUOROURACIL INJECTION PARENTERAL 50 mg/1mL 5 mL,FLUOROURACIL,1540,Fluorouracil (Systemic),Fluorouracil (Systemic) | Fluorouracil (Topical) | Fluorouracil and Salicylic Acid,1540|3577|3633|3777|3849|3875|3929|3996
825,14530,FLUOROURACIL INJECTION PARENTERAL 50 mg/1mL 20 mL,FLUOROURACIL,1540,Fluorouracil (Systemic),Fluorouracil (Systemic) | Fluorouracil (Topical) | Fluorouracil and Salicylic Acid,1540|3577|3633|3777|3849|3875|3929|3996
1571,548,"FLUOROMETHOLONE SUSPENSION, DROPS OPHTHALMIC 0.1 % 5 mL",FLUOROMETHOLONE,1539,Fluorometholone,Fluorometholone,3708|3710
1866,1155,FLUORIDE SODIUM MOUTHWASH DENTAL 0.2 % 250 mL,FLUORIDE SODIUM,1537,Fluoride,Fluoride,1537
1454,1154,FLUORIDE SODIUM TABLET ORAL 20 mg,FLUORIDE SODIUM,1537,Fluoride,Fluoride,1537
1191,547,FLUORESCEIN SODIUM INJECTION PARENTERAL 10 % 5 mL,FLUORESCEIN SODIUM,1535,Fluorescein,Minims Fluorescein Sodium (CAN),
289,545,FLUOCINOLONE ACETONIDE OINTMENT TOPICAL 0.025 % 15 g,FLUOCINOLONE ACETONIDE,1532,Fluocinolone (Topical),"Fluocinolone (Ophthalmic) | Fluocinolone (Otic) | Fluocinolone (Topical) | Fluocinolone, Hydroquinone, and Tretinoin",3708|3714
1847,52014,FLUOCINOLONE / HYDROQUINONE / TRETINOIN CREAM TOPICAL 0.01 %/4 %/0.05 % 15 g,FLUOCINOLONE,1532,Fluocinolone (Topical),"Fluocinolone (Ophthalmic) | Fluocinolone (Otic) | Fluocinolone (Topical) | Fluocinolone, Hydroquinone, and Tretinoin",3708|3714
348,546,FLUOCINOLONE ACETONIDE CREAM TOPICAL 0.025 % 15 g,FLUOCINOLONE ACETONIDE,1532,Fluocinolone (Topical),"Fluocinolone (Ophthalmic) | Fluocinolone (Otic) | Fluocinolone (Topical) | Fluocinolone, Hydroquinone, and Tretinoin",3708|3714
1282,544,FLUMAZENIL INJECTION PARENTERAL 0.1 mg/1mL 5 mL,FLUMAZENIL,1525,Flumazenil,Flumazenil,
1706,543,FLUDROCORTISONE ACETATE TABLET ORAL 0.1 mg,FLUDROCORTISONE ACETATE,1524,Fludrocortisone,Fludrocortisone,1524|3708|3711|3713|3819|3820|3867
2112,52342,"FLUDARABINE PHOSPHATE INJECTION, SOLUTION PARENTERAL 25 mg/1mL 2 mL",FLUDARABINE PHOSPHATE,1522,Fludarabine,Fludarabine,1522|3577|3633|3875|3929
1446,2127,FLUCONAZOLE TABLET ORAL 100 mg,FLUCONAZOLE,1520,Fluconazole,Fluconazole,1520|3623|3624|3753|3755|3776|3812|3813|3886|3997|4009
2089,2432,FLUCONAZOLE CAPSULE ORAL 200 mg,FLUCONAZOLE,1520,Fluconazole,Fluconazole,1520|3623|3624|3753|3755|3776|3812|3813|3886|3997|4009
2090,2129,FLUCONAZOLE TABLET ORAL 50 mg,FLUCONAZOLE,1520,Fluconazole,Fluconazole,1520|3623|3624|3753|3755|3776|3812|3813|3886|3997|4009
898,2128,FLUCONAZOLE TABLET ORAL 150 mg,FLUCONAZOLE,1520,Fluconazole,Fluconazole,1520|3623|3624|3753|3755|3776|3812|3813|3886|3997|4009
338,540,FLUCONAZOLE CAPSULE ORAL 50 mg,FLUCONAZOLE,1520,Fluconazole,Fluconazole,1520|3623|3624|3753|3755|3776|3812|3813|3886|3997|4009
411,537,FLUCONAZOLE CAPSULE ORAL 100 mg,FLUCONAZOLE,1520,Fluconazole,Fluconazole,1520|3623|3624|3753|3755|3776|3812|3813|3886|3997|4009
946,538,FLUCONAZOLE CAPSULE ORAL 150 mg,FLUCONAZOLE,1520,Fluconazole,Fluconazole,1520|3623|3624|3753|3755|3776|3812|3813|3886|3997|4009
2316,2433,FLUCONAZOLE TABLET ORAL 200 mg,FLUCONAZOLE,1520,Fluconazole,Fluconazole,1520|3623|3624|3753|3755|3776|3812|3813|3886|3997|4009
485,8529,FLUCONAZOLE INJECTION PARENTERAL 2 mg/1mL 100 mL,FLUCONAZOLE,1520,Fluconazole,Fluconazole,1520|3623|3624|3753|3755|3776|3812|3813|3886|3997|4009
277,536,FLECAINIDE ACETATE TABLET ORAL 100 mg,FLECAINIDE ACETATE,1512,Flecainide,Flecainide,1512|3674|3724|3727|3728|3789|3790|3917|3997|4001|4003
721,18099,FINGOLIMOD CAPSULE ORAL 0.5 mg,FINGOLIMOD,1509,Fingolimod,Fingolimod,1509|3674|3819|3820|3823|3824|3877|3996|4038
60,535,FINASTERIDE TABLET ORAL 5 mg,FINASTERIDE,1507,Finasteride,Finasteride,1507|3819|3820
119,1872,FINASTERIDE TABLET ORAL 1 mg,FINASTERIDE,1507,Finasteride,Finasteride,1507|3819|3820
1068,5152,FILGRASTIM INJECTION PARENTERAL 600 ug/1mL 0.5 mL,FILGRASTIM,1503,Filgrastim,Filgrastim,1503|3856
1968,52624,FILGRASTIM INJECTION PARENTERAL 600 ug/1mL 0.25 mL,FILGRASTIM,1503,Filgrastim,Filgrastim,1503|3856
1994,533,FIBRINOLYSIN / DESOXYRIBONUCLEASE OINTMENT TOPICAL 1 [iU]/666 [iU],FIBRINOLYSIN,1501,Fibrinolysin and Desoxyribonuclease,Fibrinolysin and Desoxyribonuclease,
1099,532,"FIBRINOGEN INJECTION, POWDER, FOR SOLUTION PARENTERAL 1 g",FIBRINOGEN,1500,Fibrinogen Concentrate (Human),Fibrinogen Concentrate (Human),
2019,9245,"ACAMPROSATE TABLET, DELAYED RELEASE ORAL 300 mg",ACAMPROSATE,15,Acamprosate,Acamprosate,
40,6751,FEXOFENADINE HYDROCHLORIDE TABLET ORAL 120 mg,FEXOFENADINE HYDROCHLORIDE,1497,Fexofenadine,Fexofenadine,1497|3615|3630|3702|3819|3820|3918|3950|3951|3976|3977
2167,52908,FEXOFENADINE HYDROCHLORIDE SUSPENSION ORAL 30 mg/5mL 100 mL,FEXOFENADINE HYDROCHLORIDE,1497,Fexofenadine,Fexofenadine,1497|3615|3630|3702|3819|3820|3918|3950|3951|3976|3977
451,7251,FEXOFENADINE HYDROCHLORIDE TABLET ORAL 60 mg,FEXOFENADINE HYDROCHLORIDE,1497,Fexofenadine,Fexofenadine,1497|3615|3630|3702|3819|3820|3918|3950|3951|3976|3977
260,8028,FEXOFENADINE HYDROCHLORIDE TABLET ORAL 30 mg,FEXOFENADINE HYDROCHLORIDE,1497,Fexofenadine,Fexofenadine,1497|3615|3630|3702|3819|3820|3918|3950|3951|3976|3977
233,51213,FEXOFENADINE HYDROCHLORIDE SUSPENSION ORAL 30 mg/5mL 120 mL,FEXOFENADINE HYDROCHLORIDE,1497,Fexofenadine,Fexofenadine,1497|3615|3630|3702|3819|3820|3918|3950|3951|3976|3977
30,6750,FEXOFENADINE HYDROCHLORIDE TABLET ORAL 180 mg,FEXOFENADINE HYDROCHLORIDE,1497,Fexofenadine,Fexofenadine,1497|3615|3630|3702|3819|3820|3918|3950|3951|3976|3977
1879,1506,FERROUS SULFATE SYRUP ORAL 40 mg/1mL 60 mL,FERROUS SULFATE,1489,Ferrous Sulfate,Ferrous Sulfate,3900|3983
577,38,ALLOPURINOL TABLET ORAL 100 mg,ALLOPURINOL,148,Allopurinol,Allopurinol,148
658,2017,ALLOPURINOL TABLET ORAL 300 mg,ALLOPURINOL,148,Allopurinol,Allopurinol,148
738,16954,FERRIC CARBOXYMALTOSE INJECTION PARENTERAL 50 mg/1mL 10 mL,FERRIC CARBOXYMALTOSE,1476,Ferric Carboxymaltose,Ferric Carboxymaltose,3900
1530,1359,FENTANYL (AS CITRATE) INJECTION PARENTERAL 50 ug/1mL 10 mL,FENTANYL (AS CITRATE),1473,FentaNYL,FentaNYL,1473|3674|3702|3816|3817|3818|3837|3959|3963|4024|4029
1643,7830,FENTANYL (AS CITRATE) INJECTION PARENTERAL 50 ug/1mL 2 mL,FENTANYL (AS CITRATE),1473,FentaNYL,FentaNYL,1473|3674|3702|3816|3817|3818|3837|3959|3963|4024|4029
2069,1987,FENTANYL PATCH TRANSDERMAL 25 ug/1h,FENTANYL,1473,FentaNYL,FentaNYL,1473|3674|3702|3816|3817|3818|3837|3959|3963|4024|4029
2268,17611,"IPRATROPIUM BROMIDE / FENOTEROL HYDROBROMIDE AEROSOL, METERED RESPIRATORY 20 ug/50 ug/1{dose} 200 {dose}",FENOTEROL HYDROBROMIDE,1471,Fenoterol,Fenoterol,1471|3578|3658|3660|4042
1023,10932,FENOFIBRATE CAPSULE ORAL 100 mg,FENOFIBRATE,1468,Fenofibrate and Derivatives,Fenofibrate and Derivatives,1468|3777|3848
605,5992,FENOFIBRATE CAPSULE ORAL 200 mg,FENOFIBRATE,1468,Fenofibrate and Derivatives,Fenofibrate and Derivatives,1468|3777|3848
1276,19835,FEBUXOSTAT TABLET ORAL 80 mg,FEBUXOSTAT,1461,Febuxostat,Febuxostat,1461|3724|3727|3728|3771|3772|3781|3782|4059|4062|4072|4078
966,16693,FEBUXOSTAT TABLET ORAL 40 mg,FEBUXOSTAT,1461,Febuxostat,Febuxostat,1461|3724|3727|3728|3771|3772|3781|3782|4059|4062|4072|4078
0,52661,FAVIPIRAVIR TABLET ORAL 200 mg,FAVIPIRAVIR,1460,Favipiravir,Favipiravir,1460|3645|3764|3767
1974,52859,"FAMOTIDINE INJECTION, SOLUTION PARENTERAL /1mL 2 mL",FAMOTIDINE,1457,Famotidine,Famotidine,1457|3863|3958
333,18233,"FAMOTIDINE / CALCIUM CARBONATE / MAGNESIUM HYDROXIDE TABLET, CHEWABLE ORAL 10 mg/800 mg/165 mg",FAMOTIDINE,1457,Famotidine,Famotidine,1457|3863|3958
418,527,FAMOTIDINE TABLET ORAL 20 mg,FAMOTIDINE,1457,Famotidine,Famotidine,1457|3863|3958
143,528,FAMOTIDINE TABLET ORAL 40 mg,FAMOTIDINE,1457,Famotidine,Famotidine,1457|3863|3958
2023,95,"FACTOR VIIA INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 4.8 mg",FACTOR VIIA,1452,Factor VIIa (Recombinant),Factor VIIa (Recombinant),1452
2022,2682,"FACTOR VIIA INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 1.2 mg",FACTOR VIIA,1452,Factor VIIa (Recombinant),Factor VIIa (Recombinant),1452
2290,52743,ATORVASTATIN (AS CALCIUM) / EZETIMIBE TABLET ORAL 10 mg/10 mg,EZETIMIBE,1442,Ezetimibe,Ezetimibe,1442|3949|3950
633,5657,EZETIMIBE TABLET ORAL 10 mg,EZETIMIBE,1442,Ezetimibe,Ezetimibe,1442|3949|3950
2296,52745,ATORVASTATIN (AS CALCIUM) / EZETIMIBE TABLET ORAL 40 mg/10 mg,EZETIMIBE,1442,Ezetimibe,Ezetimibe,1442|3949|3950
2294,52744,ATORVASTATIN (AS CALCIUM) / EZETIMIBE TABLET ORAL,EZETIMIBE,1442,Ezetimibe,Ezetimibe,1442|3949|3950
2292,52746,ATORVASTATIN (AS CALCIUM) / EZETIMIBE TABLET ORAL 80 mg/10 mg,EZETIMIBE,1442,Ezetimibe,Ezetimibe,1442|3949|3950
1290,2962,EXEMESTANE TABLET ORAL 25 mg,EXEMESTANE,1440,Exemestane,Exemestane,1440|3646|3816|3817|3820
1137,50701,EVOLOCUMAB INJECTION PARENTERAL 140 mg/1mL,EVOLOCUMAB,1439,Evolocumab,Evolocumab,1439|3847|3924
715,17253,EVEROLIMUS TABLET ORAL 10 mg,EVEROLIMUS,1436,Everolimus,Everolimus,1436|3815|3816|3817|3818|3867|3876|3929|3973|3974|3975
1752,20048,EVEROLIMUS TABLET ORAL 0.25 mg,EVEROLIMUS,1436,Everolimus,Everolimus,1436|3815|3816|3817|3818|3867|3876|3929|3973|3974|3975
1653,20050,EVEROLIMUS TABLET ORAL 0.75 mg,EVEROLIMUS,1436,Everolimus,Everolimus,1436|3815|3816|3817|3818|3867|3876|3929|3973|3974|3975
706,16682,EVEROLIMUS TABLET ORAL 5 mg,EVEROLIMUS,1436,Everolimus,Everolimus,1436|3815|3816|3817|3818|3867|3876|3929|3973|3974|3975
2111,517,ETOPOSIDE CAPSULE ORAL 100 mg,ETOPOSIDE,1431,Etoposide,Etoposide,1431|3633|3724|3727|3728|3799|3802|3803|3816|3817|3820|3875|3929|3974|3975|3976
2117,520,ETOPOSIDE CAPSULE ORAL 50 mg,ETOPOSIDE,1431,Etoposide,Etoposide,1431|3633|3724|3727|3728|3799|3802|3803|3816|3817|3820|3875|3929|3974|3975|3976
243,518,"ETOPOSIDE INJECTION, SOLUTION INTRAVENOUS 20 mg/1mL 5 mL",ETOPOSIDE,1431,Etoposide,Etoposide,1431|3633|3724|3727|3728|3799|3802|3803|3816|3817|3820|3875|3929|3974|3975|3976
1887,1501,ETOMIDATE INJECTION PARENTERAL 2 mg/1mL 10 mL,ETOMIDATE,1429,Etomidate,Etomidate,3987
2248,52620,ETHOSUXIMIDE SYRUP ORAL 250 mg/5mL 200 mL,ETHOSUXIMIDE,1417,Ethosuximide,Ethosuximide,1417|3618|3702|3819|3820|3871
1331,514,ETHOSUXIMIDE CAPSULE ORAL 250 mg,ETHOSUXIMIDE,1417,Ethosuximide,Ethosuximide,1417|3618|3702|3819|3820|3871
786,1499,ETHIODIZED OIL INJECTION PARENTERAL 480 mg/1mL 10 mL,ETHIODIZED OIL,1415,Ethiodized Oil,Ethiodized Oil,3898
80,9090,DROSPIRENONE / ETHINYL ESTRADIOL TABLET ORAL 3 mg/0.03 mg,ETHINYL ESTRADIOL,1402,Ethinyl Estradiol,Ethinyl Estradiol,1402|3723|3781|3782|3816|3817|3818|3821|3843|3844|3865|3867
97,14870,DROSPIRENONE / ETHINYL ESTRADIOL TABLET ORAL 3 mg/0.02 mg,ETHINYL ESTRADIOL,1402,Ethinyl Estradiol,Ethinyl Estradiol,1402|3723|3781|3782|3816|3817|3818|3821|3843|3844|3865|3867
1230,50272,ETHANOL SOLUTION NOT APPLICABLE 99 % 1 L,ETHANOL,1401,Ethanolamine Oleate,Ethanolamine Oleate,
657,50270,ETHANOL SOLUTION NOT APPLICABLE 70 % 5 L,ETHANOL,1401,Ethanolamine Oleate,Ethanolamine Oleate,
630,50268,ETHANOL SOLUTION NOT APPLICABLE 96 % 1 L,ETHANOL,1401,Ethanolamine Oleate,Ethanolamine Oleate,
1157,8000,ETHANOL SOLUTION NOT APPLICABLE 70 % 1 L,ETHANOL,1401,Ethanolamine Oleate,Ethanolamine Oleate,
1523,8170,"ETANERCEPT INJECTION, SOLUTION SUBCUTANEOUS 50 mg/1mL 1 mL",ETANERCEPT,1396,Etanercept,Etanercept,1396|3644|3669|3847|3866|3877
1570,52294,"ETANERCEPT INJECTION, SOLUTION SUBCUTANEOUS 25 mg/0.5mL",ETANERCEPT,1396,Etanercept,Etanercept,1396|3644|3669|3847|3866|3877
2186,12292,"ALGLUCOSIDASE ALFA INJECTION, POWDER, FOR SOLUTION PARENTERAL 50 mg",ALGLUCOSIDASE ALFA,138,Alglucosidase Alfa,Alglucosidase Alfa,
1763,503,ESTRADIOL VALERATE TABLET ORAL 1 mg,ESTRADIOL VALERATE,1368,Estradiol (Systemic),Estradiol (Systemic) | Estradiol (Topical) | Estradiol and Cyproterone | Estradiol and Dienogest | Estradiol and Dydrogesterone | Estradiol and Levonorgestrel | Estradiol and Medroxyprogesterone | Estradiol and Norethindrone | Estradiol and Norgestimate | Estradiol and Norgestrel | Estradiol and Progesterone | Estradiol and Testosterone,3723|3724|3727|3728|3734|3737|3738|3743|3746|3747|3757|3760|3761|3781|3782|3789|3791|3799|3802|3803|3816|3817|3818|3843|3867
1644,502,ESTRADIOL VALERATE INJECTION PARENTERAL 10 mg/1mL,ESTRADIOL VALERATE,1368,Estradiol (Systemic),Estradiol (Systemic) | Estradiol (Topical) | Estradiol and Cyproterone | Estradiol and Dienogest | Estradiol and Dydrogesterone | Estradiol and Levonorgestrel | Estradiol and Medroxyprogesterone | Estradiol and Norethindrone | Estradiol and Norgestimate | Estradiol and Norgestrel | Estradiol and Progesterone | Estradiol and Testosterone,3723|3724|3727|3728|3734|3737|3738|3743|3746|3747|3757|3760|3761|3781|3782|3789|3791|3799|3802|3803|3816|3817|3818|3843|3867
1669,504,ESTRADIOL VALERATE TABLET ORAL 2 mg,ESTRADIOL VALERATE,1368,Estradiol (Systemic),Estradiol (Systemic) | Estradiol (Topical) | Estradiol and Cyproterone | Estradiol and Dienogest | Estradiol and Dydrogesterone | Estradiol and Levonorgestrel | Estradiol and Medroxyprogesterone | Estradiol and Norethindrone | Estradiol and Norgestimate | Estradiol and Norgestrel | Estradiol and Progesterone | Estradiol and Testosterone,3723|3724|3727|3728|3734|3737|3738|3743|3746|3747|3757|3760|3761|3781|3782|3789|3791|3799|3802|3803|3816|3817|3818|3843|3867
2042,7467,MEDROXYPROGESTERONE ACETATE / ESTRADIOL CYPIONATE INJECTION PARENTERAL 50 mg/10 mg/1 mL 0.5 mL,ESTRADIOL CYPIONATE,1368,Estradiol (Systemic),Estradiol (Systemic) | Estradiol (Topical) | Estradiol and Cyproterone | Estradiol and Dienogest | Estradiol and Dydrogesterone | Estradiol and Levonorgestrel | Estradiol and Medroxyprogesterone | Estradiol and Norethindrone | Estradiol and Norgestimate | Estradiol and Norgestrel | Estradiol and Progesterone | Estradiol and Testosterone,3723|3724|3727|3728|3734|3737|3738|3743|3746|3747|3757|3760|3761|3781|3782|3789|3791|3799|3802|3803|3816|3817|3818|3843|3867
1943,52188,"ESOMEPRAZOLE (AS MAGNESIUM) GRANULE, DELAYED RELEASE ORAL 5 mg",ESOMEPRAZOLE (AS MAGNESIUM),1364,Esomeprazole,Esomeprazole,1364|3753|3756|3757|3760|3761|3819|3820|3888|3939
31,13974,"ESOMEPRAZOLE CAPSULE, DELAYED RELEASE ORAL 40 mg",ESOMEPRAZOLE,1364,Esomeprazole,Esomeprazole,1364|3753|3756|3757|3760|3761|3819|3820|3888|3939
869,5923,"ESOMEPRAZOLE TABLET, DELAYED RELEASE ORAL 40 mg",ESOMEPRAZOLE,1364,Esomeprazole,Esomeprazole,1364|3753|3756|3757|3760|3761|3819|3820|3888|3939
1003,5922,"ESOMEPRAZOLE TABLET, DELAYED RELEASE ORAL 20 mg",ESOMEPRAZOLE,1364,Esomeprazole,Esomeprazole,1364|3753|3756|3757|3760|3761|3819|3820|3888|3939
123,13973,"ESOMEPRAZOLE CAPSULE, DELAYED RELEASE ORAL 20 mg",ESOMEPRAZOLE,1364,Esomeprazole,Esomeprazole,1364|3753|3756|3757|3760|3761|3819|3820|3888|3939
747,52085,"ESOMEPRAZOLE (AS MAGNESIUM) GRANULE, DELAYED RELEASE ORAL 10 mg",ESOMEPRAZOLE (AS MAGNESIUM),1364,Esomeprazole,Esomeprazole,1364|3753|3756|3757|3760|3761|3819|3820|3888|3939
1799,6916,ESMOLOL HYDROCHLORIDE INJECTION PARENTERAL 10 mg/1mL 10 mL,ESMOLOL HYDROCHLORIDE,1363,Esmolol,Esmolol,1363|3631|3661|3662|3672|3674
726,6484,ESCITALOPRAM (AS OXALATE) TABLET ORAL 20 mg,ESCITALOPRAM (AS OXALATE),1360,Escitalopram,Escitalopram,1360|3579|3757|3759|3761|3788|3819|3820|3836|3871|3997|3998|4022|4024
42,8968,ESCITALOPRAM (AS OXALATE) TABLET ORAL 10 mg,ESCITALOPRAM (AS OXALATE),1360,Escitalopram,Escitalopram,1360|3579|3757|3759|3761|3788|3819|3820|3836|3871|3997|3998|4022|4024
2017,8455,ESCITALOPRAM (AS OXALATE) TABLET ORAL 5 mg,ESCITALOPRAM (AS OXALATE),1360,Escitalopram,Escitalopram,1360|3579|3757|3759|3761|3788|3819|3820|3836|3871|3997|3998|4022|4024
1031,2430,ERYTHROMYCIN SOLUTION TOPICAL 4 % 60 mL,ERYTHROMYCIN,1357,Erythromycin (Topical),Erythromycin (Ophthalmic) | Erythromycin (Systemic) | Erythromycin (Topical) | Erythromycin and Benzoyl Peroxide | Erythromycin and Zinc Acetate,1357|3614
