,IR_generic_id,IR_generic_name,Ingredient,lexi_generic_id,lexi_generic_name,rows_in_db,catgs
266,19418,"GLICLAZIDE TABLET, EXTENDED RELEASE ORAL 60 mg",GLICLAZIDE,1656,Gliclazide,Gliclazide,1656|3580|3619|3778|3779|3780|3870|3950|3951|3980|4040|4041
704,5442,"GLICLAZIDE TABLET, EXTENDED RELEASE ORAL 30 mg",GLICLAZIDE,1656,Gliclazide,Gliclazide,1656|3580|3619|3778|3779|3780|3870|3950|3951|3980|4040|4041
729,1523,GLICLAZIDE TABLET ORAL 80 mg,GLICLAZIDE,1656,Gliclazide,Gliclazide,1656|3580|3619|3778|3779|3780|3870|3950|3951|3980|4040|4041
189,23125,"GLATIRAMER ACETATE INJECTION, SOLUTION PARENTERAL 40 mg/1mL",GLATIRAMER ACETATE,1654,Glatiramer Acetate,Glatiramer Acetate,
903,2297,GENTIAN VIOLET SOLUTION TOPICAL 1 % 10 mL,GENTIAN VIOLET,1642,Gentian Violet,Gentian Violet,3614
531,592,GENTAMICIN INJECTION PARENTERAL 40 mg/1mL 2 mL,GENTAMICIN,1640,Gentamicin (Systemic),Gentamicin (Ophthalmic) | Gentamicin (Otic) | Gentamicin (Systemic) | Gentamicin (Topical),1640|3593|3610
472,590,GENTAMICIN INJECTION PARENTERAL 40 mg/1mL 1 mL,GENTAMICIN,1640,Gentamicin (Systemic),Gentamicin (Ophthalmic) | Gentamicin (Otic) | Gentamicin (Systemic) | Gentamicin (Topical),1640|3593|3610
530,587,GENTAMICIN INJECTION PARENTERAL 10 mg/1mL 2 mL,GENTAMICIN,1640,Gentamicin (Systemic),Gentamicin (Ophthalmic) | Gentamicin (Otic) | Gentamicin (Systemic) | Gentamicin (Topical),1640|3593|3610
1550,588,GENTAMICIN OINTMENT OPHTHALMIC 3 mg/1g 3 g,GENTAMICIN,1638,Gentamicin (Ophthalmic),Gentamicin (Ophthalmic) | Gentamicin (Otic) | Gentamicin (Systemic) | Gentamicin (Topical),3612
910,589,"GENTAMICIN SOLUTION, DROPS OPHTHALMIC 3 mg/1mL 5 mL",GENTAMICIN,1638,Gentamicin (Ophthalmic),Gentamicin (Ophthalmic) | Gentamicin (Otic) | Gentamicin (Systemic) | Gentamicin (Topical),3612
1816,17672,GEMIFLOXACIN TABLET ORAL 320 mg,GEMIFLOXACIN,1634,Gemifloxacin,Gemifloxacin,1634|3610|3980|3997|4010|4012
800,1520,GEMFIBROZIL TABLET ORAL 450 mg,GEMFIBROZIL,1633,Gemfibrozil,Gemfibrozil,1633|3764|3766|3819|3820|3848|3939|3947
598,584,GEMFIBROZIL CAPSULE ORAL 300 mg,GEMFIBROZIL,1633,Gemfibrozil,Gemfibrozil,1633|3764|3766|3819|3820|3848|3939|3947
2127,50294,"GEMCITABINE HYDROCHLORIDE INJECTION, SOLUTION, CONCENTRATE PARENTERAL 38 mg/1 mL 5.26 mL",GEMCITABINE HYDROCHLORIDE,1631,Gemcitabine,Gemcitabine,1631|3577|3633|3825|3875|3929
155,2136,"GEMCITABINE (AS HYDROCHLORIDE) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 200 mg",GEMCITABINE (AS HYDROCHLORIDE),1631,Gemcitabine,Gemcitabine,1631|3577|3633|3825|3875|3929
90,2135,"GEMCITABINE (AS HYDROCHLORIDE) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 1 g",GEMCITABINE (AS HYDROCHLORIDE),1631,Gemcitabine,Gemcitabine,1631|3577|3633|3825|3875|3929
633,52338,"GEMCITABINE HYDROCHLORIDE INJECTION, SOLUTION, CONCENTRATE PARENTERAL 100 mg/1mL 10 mL",GEMCITABINE HYDROCHLORIDE,1631,Gemcitabine,Gemcitabine,1631|3577|3633|3825|3875|3929
650,52336,"GEMCITABINE HYDROCHLORIDE INJECTION, SOLUTION, CONCENTRATE PARENTERAL 100 mg/1mL 2 mL",GEMCITABINE HYDROCHLORIDE,1631,Gemcitabine,Gemcitabine,1631|3577|3633|3825|3875|3929
2125,50295,"GEMCITABINE HYDROCHLORIDE INJECTION, SOLUTION, CONCENTRATE PARENTERAL 38 mg/1 mL 26.3 mL",GEMCITABINE HYDROCHLORIDE,1631,Gemcitabine,Gemcitabine,1631|3577|3633|3825|3875|3929
789,8108,GEFITINIB TABLET ORAL 250 mg,GEFITINIB,1628,Gefitinib,Gefitinib,1628|3653|3789|3791|3816|3817|3818
1127,6783,GANIRELIX INJECTION PARENTERAL 500 ug/1mL 0.5 mL,GANIRELIX,1624,Ganirelix,Ganirelix,3597|3626
1157,581,"GANCICLOVIR INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 500 mg",GANCICLOVIR,1623,Ganciclovir (Systemic),Ganciclovir (Ophthalmic) | Ganciclovir (Systemic),3577|3851|3918
2276,12550,GALSULFASE INJECTION PARENTERAL 1 mg/1mL,GALSULFASE,1621,Galsulfase,Galsulfase,
2199,4955,GALANTAMINE (AS HYDROBROMIDE) TABLET ORAL 8 mg,GALANTAMINE (AS HYDROBROMIDE),1615,Galantamine,Galantamine,1615|3574|3575|3674|3789|3791|3819|3820
2206,4954,GALANTAMINE (AS HYDROBROMIDE) TABLET ORAL 4 mg,GALANTAMINE (AS HYDROBROMIDE),1615,Galantamine,Galantamine,1615|3574|3575|3674|3789|3791|3819|3820
1275,16776,"GALANTAMINE (AS HYDROBROMIDE) CAPSULE, EXTENDED RELEASE ORAL 8 mg",GALANTAMINE (AS HYDROBROMIDE),1615,Galantamine,Galantamine,1615|3574|3575|3674|3789|3791|3819|3820
1302,16777,"GALANTAMINE (AS HYDROBROMIDE) CAPSULE, DELAYED RELEASE ORAL 16 mg",GALANTAMINE (AS HYDROBROMIDE),1615,Galantamine,Galantamine,1615|3574|3575|3674|3789|3791|3819|3820
714,4025,GADOTERATE MEGLUMINE INJECTION PARENTERAL 377 mg/1mL 15 mL,GADOTERATE MEGLUMINE,1611,Gadoterate Meglumine,Gadoterate Meglumine,
2278,5775,"ALTEPLASE INJECTION, POWDER, FOR SOLUTION PARENTERAL 50 mg",ALTEPLASE,161,Alteplase,Alteplase,161|4052
2288,11407,"ALTEPLASE INJECTION, POWDER, FOR SOLUTION PARENTERAL 10 mg",ALTEPLASE,161,Alteplase,Alteplase,161|4052
1178,2241,GADODIAMIDE INJECTION PARENTERAL 287 mg/1mL 15 mL,GADODIAMIDE,1608,Gadodiamide,Gadodiamide,
848,16792,GADOBUTROL INJECTION PARENTERAL 604.72 mg/1mL 7.5 mL,GADOBUTROL,1607,Gadobutrol,Gadobutrol,
1484,574,GABAPENTIN CAPSULE ORAL 400 mg,GABAPENTIN,1603,Gabapentin,Gabapentin,1603|3618|3702|3871
89,573,GABAPENTIN CAPSULE ORAL 300 mg,GABAPENTIN,1603,Gabapentin,Gabapentin,1603|3618|3702|3871
82,572,GABAPENTIN CAPSULE ORAL 100 mg,GABAPENTIN,1603,Gabapentin,Gabapentin,1603|3618|3702|3871
1293,51926,FUSIDIC ACID CREAM TOPICAL 2 % 30 g,FUSIDIC ACID,1600,Fusidic Acid (Topical),Fusidic Acid (Ophthalmic) | Fusidic Acid (Systemic) | Fusidic Acid (Topical) | Fusidic Acid and Betamethasone | Fusidic Acid and Hydrocortisone,
1289,51919,Fusidic Acid SODIUM OINTMENT TOPICAL 2 % 30 g,Fusidic Acid SODIUM,1600,Fusidic Acid (Topical),Fusidic Acid (Ophthalmic) | Fusidic Acid (Systemic) | Fusidic Acid (Topical) | Fusidic Acid and Betamethasone | Fusidic Acid and Hydrocortisone,
1463,51925,FUSIDIC ACID CREAM TOPICAL 2 % 15 g,FUSIDIC ACID,1600,Fusidic Acid (Topical),Fusidic Acid (Ophthalmic) | Fusidic Acid (Systemic) | Fusidic Acid (Topical) | Fusidic Acid and Betamethasone | Fusidic Acid and Hydrocortisone,
1501,8358,Fusidic Acid SODIUM OINTMENT TOPICAL 2 % 15 g,Fusidic Acid SODIUM,1600,Fusidic Acid (Topical),Fusidic Acid (Ophthalmic) | Fusidic Acid (Systemic) | Fusidic Acid (Topical) | Fusidic Acid and Betamethasone | Fusidic Acid and Hydrocortisone,
581,2016,ACARBOSE TABLET ORAL 50 mg,ACARBOSE,16,Acarbose,Acarbose,16|3580|3592|3619
618,2015,ACARBOSE TABLET ORAL 100 mg,ACARBOSE,16,Acarbose,Acarbose,16|3580|3592|3619
946,571,FUROSEMIDE TABLET ORAL 40 mg,FUROSEMIDE,1597,Furosemide,Furosemide,1597|3631|3672|3832|3867|3871|3911|3926|3940|4040
416,51896,FUROSEMIDE INJECTION INTRAVENOUS 10 mg/1mL 2 mL,FUROSEMIDE,1597,Furosemide,Furosemide,1597|3631|3672|3832|3867|3871|3911|3926|3940|4040
693,2134,FUROSEMIDE INJECTION INTRAVENOUS 10 mg/1mL 4 mL,FUROSEMIDE,1597,Furosemide,Furosemide,1597|3631|3672|3832|3867|3871|3911|3926|3940|4040
577,1382,ALPRAZOLAM TABLET ORAL 1 mg,ALPRAZOLAM,159,ALPRAZolam,ALPRAZolam,159|3607|3655|3702|3815|3816|3817|3818|3822
595,40,ALPRAZOLAM TABLET ORAL 0.5 mg,ALPRAZOLAM,159,ALPRAZolam,ALPRAZolam,159|3607|3655|3702|3815|3816|3817|3818|3822
353,24205,"FOSFOMYCIN (AS TROMETAMOL) GRANULE, FOR SOLUTION ORAL 3 g",FOSFOMYCIN (AS TROMETAMOL),1579,Fosfomycin,Fosfomycin,1579|3610|3611
662,5760,FORMOTEROL FUMARATE CAPSULE RESPIRATORY 12 ug,FORMOTEROL FUMARATE,1574,Formoterol,Formoterol,1574|3578|3658|3659|3781|3782|3996|4042
1134,52189,"BECLOMETHASONE DIPROPIONATE / FORMOTEROL FUMARATE AEROSOL, METERED RESPIRATORY 100 ug/6 ug/1{Puff} 120 {Puff}",FORMOTEROL FUMARATE,1574,Formoterol,Formoterol,1574|3578|3658|3659|3781|3782|3996|4042
1114,52192,"BECLOMETHASONE DIPROPIONATE / FORMOTEROL FUMARATE AEROSOL, METERED RESPIRATORY 200 ug/6 ug/1{Puff} 120 {Puff}",FORMOTEROL FUMARATE,1574,Formoterol,Formoterol,1574|3578|3658|3659|3781|3782|3996|4042
787,16506,"BUDESONIDE / FORMOTEROL FUMARATE POWDER, METERED RESPIRATORY 160 ug/4.5 ug/1{dose} 60 {dose}",FORMOTEROL FUMARATE,1574,Formoterol,Formoterol,1574|3578|3658|3659|3781|3782|3996|4042
2132,52853,BUDESONIDE / FORMOTEROL FUMARATE CAPSULE RESPIRATORY 160 ug/4.5 ug 60 {dose},FORMOTEROL FUMARATE,1574,Formoterol,Formoterol,1574|3578|3658|3659|3781|3782|3996|4042
448,50929,"BUDESONIDE / FORMOTEROL FUMARATE POWDER, METERED RESPIRATORY 320 ug/9 ug/1{dose} 120 {dose}",FORMOTEROL FUMARATE,1574,Formoterol,Formoterol,1574|3578|3658|3659|3781|3782|3996|4042
2218,52854,BUDESONIDE / FORMOTEROL FUMARATE CAPSULE RESPIRATORY  60 {dose},FORMOTEROL FUMARATE,1574,Formoterol,Formoterol,1574|3578|3658|3659|3781|3782|3996|4042
1862,52412,FORMOTEROL FUMARATE POWDER RESPIRATORY 12 ug/1{dose} 120 {Puff},FORMOTEROL FUMARATE,1574,Formoterol,Formoterol,1574|3578|3658|3659|3781|3782|3996|4042
732,21368,"BUDESONIDE / FORMOTEROL FUMARATE POWDER, METERED RESPIRATORY 160 ug/4.5 ug/1{dose} 120 {dose}",FORMOTEROL FUMARATE,1574,Formoterol,Formoterol,1574|3578|3658|3659|3781|3782|3996|4042
2252,11114,"FORMOTEROL FUMARATE AEROSOL, METERED RESPIRATORY 12 ug/1{dose} 100 {Puff}",FORMOTEROL FUMARATE,1574,Formoterol,Formoterol,1574|3578|3658|3659|3781|3782|3996|4042
712,16503,"BUDESONIDE / FORMOTEROL FUMARATE POWDER, METERED RESPIRATORY 320 ug/9 ug/1{dose} 60 {dose}",FORMOTEROL FUMARATE,1574,Formoterol,Formoterol,1574|3578|3658|3659|3781|3782|3996|4042
1471,50821,"FOLLITROPIN BETA INJECTION, SOLUTION PARENTERAL 833 [iU]/1mL 0.36 mL",FOLLITROPIN BETA,1570,Follitropin Beta,Follitropin Beta,
1099,50823,"FOLLITROPIN BETA INJECTION, SOLUTION PARENTERAL 833 [iU]/1mL 1.08 mL",FOLLITROPIN BETA,1570,Follitropin Beta,Follitropin Beta,
1112,50822,"FOLLITROPIN BETA INJECTION, SOLUTION PARENTERAL 833 [iU]/1mL 0.72 mL",FOLLITROPIN BETA,1570,Follitropin Beta,Follitropin Beta,
61,16068,FOLLITROPIN ALFA INJECTION PARENTERAL 600 [iU]/1mL 1.5 mL,FOLLITROPIN ALFA,1568,Follitropin Alfa,Follitropin Alfa,
62,50345,"FOLLITROPIN ALFA / LUTROPIN ALFA INJECTION, POWDER, FOR SOLUTION PARENTERAL 150 [iU]/75 [iU]",FOLLITROPIN ALFA,1568,Follitropin Alfa,Follitropin Alfa,
141,16179,FOLLITROPIN ALFA INJECTION PARENTERAL 600 [iU]/1mL 0.5 mL,FOLLITROPIN ALFA,1568,Follitropin Alfa,Follitropin Alfa,
44,2570,"FOLLITROPIN ALFA INJECTION, POWDER, FOR SOLUTION PARENTERAL 75 [iU]",FOLLITROPIN ALFA,1568,Follitropin Alfa,Follitropin Alfa,
98,16180,FOLLITROPIN ALFA INJECTION PARENTERAL 600 [iU]/1mL 0.75 mL,FOLLITROPIN ALFA,1568,Follitropin Alfa,Follitropin Alfa,
593,562,FOLIC ACID TABLET ORAL 1 mg,FOLIC ACID,1565,Folic Acid,Folic Acid,1565
620,1948,FOLIC ACID TABLET ORAL 5 mg,FOLIC ACID,1565,Folic Acid,Folic Acid,1565
663,4708,FLUVOXAMINE MALEATE TABLET ORAL 100 mg,FLUVOXAMINE MALEATE,1564,FluvoxaMINE,FluvoxaMINE,1564|3579|3720|3722|3724|3727|3728|3753|3754|3777|3788|3789|3791|3815|3836|3871|4022|4024
933,1827,FLUVOXAMINE MALEATE TABLET ORAL 50 mg,FLUVOXAMINE MALEATE,1564,FluvoxaMINE,FluvoxaMINE,1564|3579|3720|3722|3724|3727|3728|3753|3754|3777|3788|3789|3791|3815|3836|3871|4022|4024
1909,52535,SALMETEROL (AS XINAFOATE) / FLUTICASONE PROPIONATE CAPSULE RESPIRATORY 50 ug/500 ug/1{dose},FLUTICASONE PROPIONATE,1556,Fluticasone (Oral Inhalation),"Fluticasone (Nasal) | Fluticasone (Oral Inhalation) | Fluticasone (Topical) | Fluticasone and Formoterol | Fluticasone and Salmeterol | Fluticasone and Vilanterol | Fluticasone, Umeclidinium, and Vilanterol",1556|3578|3708|3712|3816|3818|3819
816,20185,SALMETEROL (AS XINAFOATE) / FLUTICASONE PROPIONATE DISC RESPIRATORY 50 ug/100 ug/1{dose} 60 {dose},FLUTICASONE PROPIONATE,1556,Fluticasone (Oral Inhalation),"Fluticasone (Nasal) | Fluticasone (Oral Inhalation) | Fluticasone (Topical) | Fluticasone and Formoterol | Fluticasone and Salmeterol | Fluticasone and Vilanterol | Fluticasone, Umeclidinium, and Vilanterol",1556|3578|3708|3712|3816|3818|3819
798,2053,FLUTICASONE PROPIONATE INHALANT RESPIRATORY 50 ug/1{dose} 120 {Puff},FLUTICASONE PROPIONATE,1556,Fluticasone (Oral Inhalation),"Fluticasone (Nasal) | Fluticasone (Oral Inhalation) | Fluticasone (Topical) | Fluticasone and Formoterol | Fluticasone and Salmeterol | Fluticasone and Vilanterol | Fluticasone, Umeclidinium, and Vilanterol",1556|3578|3708|3712|3816|3818|3819
708,20184,SALMETEROL (AS XINAFOATE) / FLUTICASONE PROPIONATE DISC RESPIRATORY 50 ug/250 ug/1{dose} 60 {dose},FLUTICASONE PROPIONATE,1556,Fluticasone (Oral Inhalation),"Fluticasone (Nasal) | Fluticasone (Oral Inhalation) | Fluticasone (Topical) | Fluticasone and Formoterol | Fluticasone and Salmeterol | Fluticasone and Vilanterol | Fluticasone, Umeclidinium, and Vilanterol",1556|3578|3708|3712|3816|3818|3819
809,4793,"SALMETEROL (AS XINAFOATE) / FLUTICASONE PROPIONATE AEROSOL, METERED RESPIRATORY 25 ug/50 ug/1{dose} 120 {dose}",FLUTICASONE PROPIONATE,1556,Fluticasone (Oral Inhalation),"Fluticasone (Nasal) | Fluticasone (Oral Inhalation) | Fluticasone (Topical) | Fluticasone and Formoterol | Fluticasone and Salmeterol | Fluticasone and Vilanterol | Fluticasone, Umeclidinium, and Vilanterol",1556|3578|3708|3712|3816|3818|3819
774,2710,"FLUTICASONE PROPIONATE AEROSOL, METERED RESPIRATORY 250 ug/1{dose} 120 {Puff}",FLUTICASONE PROPIONATE,1556,Fluticasone (Oral Inhalation),"Fluticasone (Nasal) | Fluticasone (Oral Inhalation) | Fluticasone (Topical) | Fluticasone and Formoterol | Fluticasone and Salmeterol | Fluticasone and Vilanterol | Fluticasone, Umeclidinium, and Vilanterol",1556|3578|3708|3712|3816|3818|3819
305,4795,"SALMETEROL (AS XINAFOATE) / FLUTICASONE PROPIONATE AEROSOL, METERED RESPIRATORY 25 ug/125 ug/1{dose} 120 {dose}",FLUTICASONE PROPIONATE,1556,Fluticasone (Oral Inhalation),"Fluticasone (Nasal) | Fluticasone (Oral Inhalation) | Fluticasone (Topical) | Fluticasone and Formoterol | Fluticasone and Salmeterol | Fluticasone and Vilanterol | Fluticasone, Umeclidinium, and Vilanterol",1556|3578|3708|3712|3816|3818|3819
1932,52531,SALMETEROL (AS XINAFOATE) / FLUTICASONE PROPIONATE CAPSULE RESPIRATORY 50 ug/100 ug/1{dose},FLUTICASONE PROPIONATE,1556,Fluticasone (Oral Inhalation),"Fluticasone (Nasal) | Fluticasone (Oral Inhalation) | Fluticasone (Topical) | Fluticasone and Formoterol | Fluticasone and Salmeterol | Fluticasone and Vilanterol | Fluticasone, Umeclidinium, and Vilanterol",1556|3578|3708|3712|3816|3818|3819
742,2711,FLUTICASONE PROPIONATE INHALANT RESPIRATORY 125 ug/1{dose} 120 {Puff},FLUTICASONE PROPIONATE,1556,Fluticasone (Oral Inhalation),"Fluticasone (Nasal) | Fluticasone (Oral Inhalation) | Fluticasone (Topical) | Fluticasone and Formoterol | Fluticasone and Salmeterol | Fluticasone and Vilanterol | Fluticasone, Umeclidinium, and Vilanterol",1556|3578|3708|3712|3816|3818|3819
703,18046,SALMETEROL (AS XINAFOATE) / FLUTICASONE PROPIONATE DISC RESPIRATORY 50 ug/500 ug/1{dose} 60 {dose},FLUTICASONE PROPIONATE,1556,Fluticasone (Oral Inhalation),"Fluticasone (Nasal) | Fluticasone (Oral Inhalation) | Fluticasone (Topical) | Fluticasone and Formoterol | Fluticasone and Salmeterol | Fluticasone and Vilanterol | Fluticasone, Umeclidinium, and Vilanterol",1556|3578|3708|3712|3816|3818|3819
274,4927,"SALMETEROL (AS XINAFOATE) / FLUTICASONE PROPIONATE AEROSOL, METERED RESPIRATORY 25 ug/250 ug/1{dose} 120 {dose}",FLUTICASONE PROPIONATE,1556,Fluticasone (Oral Inhalation),"Fluticasone (Nasal) | Fluticasone (Oral Inhalation) | Fluticasone (Topical) | Fluticasone and Formoterol | Fluticasone and Salmeterol | Fluticasone and Vilanterol | Fluticasone, Umeclidinium, and Vilanterol",1556|3578|3708|3712|3816|3818|3819
2011,52533,SALMETEROL (AS XINAFOATE) / FLUTICASONE PROPIONATE CAPSULE RESPIRATORY 50 ug/250 ug/1{dose},FLUTICASONE PROPIONATE,1556,Fluticasone (Oral Inhalation),"Fluticasone (Nasal) | Fluticasone (Oral Inhalation) | Fluticasone (Topical) | Fluticasone and Formoterol | Fluticasone and Salmeterol | Fluticasone and Vilanterol | Fluticasone, Umeclidinium, and Vilanterol",1556|3578|3708|3712|3816|3818|3819
2119,52821,"FLUTICASONE PROPIONATE POWDER, METERED RESPIRATORY 250 ug/1{dose} 60 {dose}",FLUTICASONE PROPIONATE,1556,Fluticasone (Oral Inhalation),"Fluticasone (Nasal) | Fluticasone (Oral Inhalation) | Fluticasone (Topical) | Fluticasone and Formoterol | Fluticasone and Salmeterol | Fluticasone and Vilanterol | Fluticasone, Umeclidinium, and Vilanterol",1556|3578|3708|3712|3816|3818|3819
1101,52343,FLUTICASONE PROPIONATE SPRAY NASAL 50 ug/1{Puff} 100 {Puff},FLUTICASONE PROPIONATE,1555,Fluticasone (Nasal),"Fluticasone (Nasal) | Fluticasone (Oral Inhalation) | Fluticasone (Topical) | Fluticasone and Formoterol | Fluticasone and Salmeterol | Fluticasone and Vilanterol | Fluticasone, Umeclidinium, and Vilanterol",1555|3708|3709|3816|3818|3819
585,52149,FLUTICASONE PROPIONATE SPRAY NASAL 50 ug/1{Puff} 120 {Puff},FLUTICASONE PROPIONATE,1555,Fluticasone (Nasal),"Fluticasone (Nasal) | Fluticasone (Oral Inhalation) | Fluticasone (Topical) | Fluticasone and Formoterol | Fluticasone and Salmeterol | Fluticasone and Vilanterol | Fluticasone, Umeclidinium, and Vilanterol",1555|3708|3709|3816|3818|3819
944,17124,FLUTICASONE PROPIONATE SPRAY NASAL 50 ug/1{Puff} 200 {Puff},FLUTICASONE PROPIONATE,1555,Fluticasone (Nasal),"Fluticasone (Nasal) | Fluticasone (Oral Inhalation) | Fluticasone (Topical) | Fluticasone and Formoterol | Fluticasone and Salmeterol | Fluticasone and Vilanterol | Fluticasone, Umeclidinium, and Vilanterol",1555|3708|3709|3816|3818|3819
670,560,FLUTAMIDE TABLET ORAL 250 mg,FLUTAMIDE,1553,Flutamide,Flutamide,3606|3724|3727|3728|3819|3820|3920
1887,558,FLURAZEPAM CAPSULE ORAL 15 mg,FLURAZEPAM,1549,Flurazepam,Flurazepam,1549|3607|3655|3702
996,555,FLUPHENAZINE DECANOATE INJECTION PARENTERAL 25 mg/1mL,FLUPHENAZINE DECANOATE,1547,FluPHENAZine,PMS-Fluphenazine Decanoate (CAN),1547|3581|3615|3638|3639|3640|3702|3789|3791|3980|3986|3996
1060,553,FLUPHENAZINE TABLET ORAL 1 mg,FLUPHENAZINE,1547,FluPHENAZine,FluPHENAZine,1547|3581|3615|3638|3639|3640|3702|3789|3791|3980|3986|3996
616,551,FLUOXETINE (AS HYDROCHLORIDE) CAPSULE ORAL 20 mg,FLUOXETINE (AS HYDROCHLORIDE),1543,FLUoxetine,FLUoxetine,1543|3579|3724|3727|3728|3743|3746|3747|3753|3754|3757|3760|3761|3781|3782|3785|3787|3789|3791|3799|3802|3803|3819|3820|3836|3871|3996|4022|4023|4024
558,1512,FLUOXETINE (AS HYDROCHLORIDE) CAPSULE ORAL 10 mg,FLUOXETINE (AS HYDROCHLORIDE),1543,FLUoxetine,FLUoxetine,1543|3579|3724|3727|3728|3743|3746|3747|3753|3754|3757|3760|3761|3781|3782|3785|3787|3789|3791|3799|3802|3803|3819|3820|3836|3871|3996|4022|4023|4024
1845,2051,FLUOXETINE (AS HYDROCHLORIDE) SYRUP ORAL 4 mg/1mL 60 mL,FLUOXETINE (AS HYDROCHLORIDE),1543,FLUoxetine,FLUoxetine,1543|3579|3724|3727|3728|3743|3746|3747|3753|3754|3757|3760|3761|3781|3782|3785|3787|3789|3791|3799|3802|3803|3819|3820|3836|3871|3996|4022|4023|4024
1189,549,FLUOROURACIL CREAM TOPICAL 5 % 20 g,FLUOROURACIL,1541,Fluorouracil (Topical),Fluorouracil (Systemic) | Fluorouracil (Topical) | Fluorouracil and Salicylic Acid,1541
834,14530,FLUOROURACIL INJECTION PARENTERAL 50 mg/1mL 20 mL,FLUOROURACIL,1540,Fluorouracil (Systemic),Fluorouracil (Systemic) | Fluorouracil (Topical) | Fluorouracil and Salicylic Acid,1540|3577|3633|3777|3849|3875|3929|3996
824,550,FLUOROURACIL INJECTION PARENTERAL 50 mg/1mL 5 mL,FLUOROURACIL,1540,Fluorouracil (Systemic),Fluorouracil (Systemic) | Fluorouracil (Topical) | Fluorouracil and Salicylic Acid,1540|3577|3633|3777|3849|3875|3929|3996
1581,548,"FLUOROMETHOLONE SUSPENSION, DROPS OPHTHALMIC 0.1 % 5 mL",FLUOROMETHOLONE,1539,Fluorometholone,Fluorometholone,3708|3710
1876,1155,FLUORIDE SODIUM MOUTHWASH DENTAL 0.2 % 250 mL,FLUORIDE SODIUM,1537,Fluoride,Fluoride,1537
1464,1154,FLUORIDE SODIUM TABLET ORAL 20 mg,FLUORIDE SODIUM,1537,Fluoride,Fluoride,1537
1201,547,FLUORESCEIN SODIUM INJECTION PARENTERAL 10 % 5 mL,FLUORESCEIN SODIUM,1535,Fluorescein,Minims Fluorescein Sodium (CAN),
293,545,FLUOCINOLONE ACETONIDE OINTMENT TOPICAL 0.025 % 15 g,FLUOCINOLONE ACETONIDE,1532,Fluocinolone (Topical),"Fluocinolone (Ophthalmic) | Fluocinolone (Otic) | Fluocinolone (Topical) | Fluocinolone, Hydroquinone, and Tretinoin",3708|3714
1857,52014,FLUOCINOLONE / HYDROQUINONE / TRETINOIN CREAM TOPICAL 0.01 %/4 %/0.05 % 15 g,FLUOCINOLONE,1532,Fluocinolone (Topical),"Fluocinolone (Ophthalmic) | Fluocinolone (Otic) | Fluocinolone (Topical) | Fluocinolone, Hydroquinone, and Tretinoin",3708|3714
356,546,FLUOCINOLONE ACETONIDE CREAM TOPICAL 0.025 % 15 g,FLUOCINOLONE ACETONIDE,1532,Fluocinolone (Topical),"Fluocinolone (Ophthalmic) | Fluocinolone (Otic) | Fluocinolone (Topical) | Fluocinolone, Hydroquinone, and Tretinoin",3708|3714
1292,544,FLUMAZENIL INJECTION PARENTERAL 0.1 mg/1mL 5 mL,FLUMAZENIL,1525,Flumazenil,Flumazenil,
1716,543,FLUDROCORTISONE ACETATE TABLET ORAL 0.1 mg,FLUDROCORTISONE ACETATE,1524,Fludrocortisone,Fludrocortisone,1524|3708|3711|3713|3819|3820|3867
2123,52342,"FLUDARABINE PHOSPHATE INJECTION, SOLUTION PARENTERAL 25 mg/1mL 2 mL",FLUDARABINE PHOSPHATE,1522,Fludarabine,Fludarabine,1522|3577|3633|3875|3929
2100,2432,FLUCONAZOLE CAPSULE ORAL 200 mg,FLUCONAZOLE,1520,Fluconazole,Fluconazole,1520|3623|3624|3753|3755|3776|3812|3813|3886|3997|4009
346,540,FLUCONAZOLE CAPSULE ORAL 50 mg,FLUCONAZOLE,1520,Fluconazole,Fluconazole,1520|3623|3624|3753|3755|3776|3812|3813|3886|3997|4009
1456,2127,FLUCONAZOLE TABLET ORAL 100 mg,FLUCONAZOLE,1520,Fluconazole,Fluconazole,1520|3623|3624|3753|3755|3776|3812|3813|3886|3997|4009
420,537,FLUCONAZOLE CAPSULE ORAL 100 mg,FLUCONAZOLE,1520,Fluconazole,Fluconazole,1520|3623|3624|3753|3755|3776|3812|3813|3886|3997|4009
2101,2129,FLUCONAZOLE TABLET ORAL 50 mg,FLUCONAZOLE,1520,Fluconazole,Fluconazole,1520|3623|3624|3753|3755|3776|3812|3813|3886|3997|4009
907,2128,FLUCONAZOLE TABLET ORAL 150 mg,FLUCONAZOLE,1520,Fluconazole,Fluconazole,1520|3623|3624|3753|3755|3776|3812|3813|3886|3997|4009
494,8529,FLUCONAZOLE INJECTION PARENTERAL 2 mg/1mL 100 mL,FLUCONAZOLE,1520,Fluconazole,Fluconazole,1520|3623|3624|3753|3755|3776|3812|3813|3886|3997|4009
2329,2433,FLUCONAZOLE TABLET ORAL 200 mg,FLUCONAZOLE,1520,Fluconazole,Fluconazole,1520|3623|3624|3753|3755|3776|3812|3813|3886|3997|4009
955,538,FLUCONAZOLE CAPSULE ORAL 150 mg,FLUCONAZOLE,1520,Fluconazole,Fluconazole,1520|3623|3624|3753|3755|3776|3812|3813|3886|3997|4009
